amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
120668,ICICI Prudential MIP - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Income,Debt,
147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109KC1D93
120670,ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF109K015A5
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF109K011N7
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF109K01R14
120242,ICICI Prudential Multi Sector Passive FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109K01W58
154449,ICICI Prudential Multi-Asset Active FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109K1A559
120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF109K015K4
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF109K014O9
149219,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC1U50
148822,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109KC1P81
150452,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC11D8
153161,ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC16Y3
149158,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109KC1R89
150643,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC16J4
149858,ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC11A4
153394,ICICI Prudential Nifty EV & New Age Automotive ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109K1A120
150733,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC18K8
150468,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC13E2
152482,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC12U0
149389,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC1W58
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109K01Y80
149210,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC1S88
150930,ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC11M9
153679,ICICI Prudential Nifty Private Bank Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109K1A369
150729,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC14L5
151211,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC13P8
149999,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC14B6
149283,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC1V18
153614,ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109K1A310
153546,ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109K1A252
152936,ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC13X2
150639,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC10J7
152365,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF109KC16T3
145536,ICICI Prudential Overnight Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF109KC11G1
150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109KC12I5
149441,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109KC1Y15
153458,ICICI Prudential Quality Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109K1A187
148600,ICICI Prudential Quant Fund Direct Plan Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109KC1O66
120616,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF109K01S39
146721,ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF109KC1TW4
146716,ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF109KC1UA8
146727,ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF109KC1UE0
146349,ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF109KC1TS2
153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109KC12Z9
120398,ICICI Prudential Savings Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF109K01O82
120754,ICICI Prudential Short Term Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF109K013N3
149775,ICICI Prudential Silver ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF109KC1Y98
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF109K015M0
149455,ICICI Prudential Strategic Metal and Energy Equity Fund of Fund - Direct Plan Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF109KC1Z55
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109K01Z48
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF109K01Z71
120676,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF109K01T04
120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF109K012K1
147617,ITI Arbitrage Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF00XX01440
147789,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF00XX01689
148534,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF00XX01861
149321,ITI Banking and Financial Services Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF00XX01BU6
153260,ITI Bharat Consumption Fund - Direct Plan - Growth,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF00XX01DG1
154157,ITI Business Cycle Fund- Direct Plan- Growth,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF00XX01DM9
149029,ITI Dynamic Term Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Dynamic Term Fund,Dynamic Bond,INF00XX01BC4
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF00XX01390
151379,ITI Flexi Cap Fund- Direct Plan- Growth,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF00XX01CO7
151777,ITI Focused Fund - Direct Plan - Growth,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF00XX01CS8
152821,ITI Large & Midcap Fund - Direct Plan - Growth,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF00XX01DA4
148353,ITI Large Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF00XX01804
147157,ITI Liquid Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF00XX01283
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF00XX01929
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF00XX01168
147713,ITI Overnight Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF00XX01564
149268,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF00XX01BO9
147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF00XX01747
148913,ITI Ultra Short Term Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund,Ultra Short Duration,INF00XX01AE2
148972,ITI Value Fund - Direct Plan - Growth Option,ITI Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF00XX01AQ6
149961,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Overseas Fund of Funds - Fund of Funds investing overseas,Fund of Funds,INF205KA1585
148614,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Overseas Fund of Funds - Fund of Funds investing overseas,Fund of Funds,INF205KA1270
129188,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Overseas Fund of Funds - Fund of Funds investing overseas,Fund of Funds,INF205K01B49
126353,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Open Ended Schemes,Overseas Fund of Funds - Fund of Funds investing overseas,Fund of Funds,INF205K01A24
143537,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Hybrid Schemes - Aggressive Hybrid Fund,Aggressive Hybrid,INF205K014Q7
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Open Ended Schemes,Hybrid Schemes - Arbitrage Fund,Arbitrage,INF205K01KR8
154340,Invesco India BSE Sensex Index Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF205KA1BM8
120333,Invesco India Balanced Advantage Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation,Balanced Advantage,INF205K01LN5
120444,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Banking & PSU,INF205K01KT4
153291,Invesco India Business Cycle Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205KA1AI8
153900,Invesco India Consumption Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205KA1BI6
120348,Invesco India Contra Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Contra Fund,Contra,INF205K01LE4
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund,Corporate Bond,INF205K01RF8
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Credit Risk Fund,Credit Risk,INF205K01I83
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - ELSS- Tax Saver Fund,ELSS,INF205K01NT8
148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205KA1338
146457,Invesco India Equity Savings Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Hybrid Schemes - Equity Savings Fund,Equity Savings,INF205KA1049
120385,Invesco India Financial Services Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Sectoral Fund,Sectoral,INF205K01KY4
149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Flexi Cap Fund,Flexi Cap,INF205KA1494
148481,Invesco India Focused Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Focused Fund,Focused,INF205KA1213
120520,Invesco India Gilt Fund - Direct  Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Gilt Fund,Gilt,INF205K01SN0
120531,Invesco India Gold ETF Fund of Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF205K01NJ9
153697,Invesco India Income Plus Arbitrage Active Fund of Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF205KA1BA3
120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205K01MD4
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Large & Mid Cap Fund,Mid Cap,INF205K01MA0
120392,Invesco India Largecap Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Large Cap Fund,Large Cap,INF205K01LB0
120537,Invesco India Liquid Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Liquid Fund,Liquid,INF205K01MF9
120570,Invesco India Low Duration Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Ultra Short Duration,INF205K01NY8
152756,Invesco India Manufacturing Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205KA1908
149011,Invesco India Medium Duration Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Medium Term Fund,Medium Duration,INF205KA1429
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Mid Cap Fund,Mid Cap,INF205K01MV6
120507,Invesco India Money Market Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Money Market Fund,Money Market,INF205K01RY9
153047,Invesco India Multi Asset Allocation Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Hybrid Schemes - Multi Asset Allocation Fund,Multi Asset,INF205KA1AC1
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Multi Cap Fund,Multi Cap,INF205K01MS2
154343,Invesco India Nifty Bank Index Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF205KA1BO4
151593,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Index Funds - Debt Funds,Debt,INF205KA1775
151597,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Index Funds - Debt Funds,Debt,INF205KA1817
147883,Invesco India Overnight Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Overnight Fund,Overnight,INF205KA1163
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF205K01NG5
120560,Invesco India Short Duration Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Short Term Fund,Short Duration,INF205K01UH8
145137,Invesco India Smallcap Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Small Cap Fund,Small Cap,INF205K013T3
152863,Invesco India Technology Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Equity Schemes - Sectoral Fund,Sectoral,INF205KA1965
120541,Invesco India Ultra Short Duration Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund,Ultra Short Duration,INF205K01TH0
120484,JM Aggressive Hybrid Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF192K01BQ9
120482,JM Arbitrage Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF192K01BN6
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF192K01DD3
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF192K01CE3
120492,JM Flexicap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF192K01CC7
120488,JM Focused Fund (Direct)  - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF192K01BW7
153629,JM Large & Mid Cap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF192K01NK7
120490,JM Large Cap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF192K01BZ0
120406,JM Liquid Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF192K01CM6
148414,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,
148413,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,
139257,JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,
139259,JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,
143612,JM Low Duration Fund (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF192K01DW3
120430,JM Medium to Long Duration Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF192K01CW5
150815,JM Midcap Fund (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF192K01MV6
143597,JM Money Market Fund (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,
154423,JM Multi Asset Allocation Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF192K01NQ4
147837,JM Overnight Fund - (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF192K01MB8
149829,JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF192K01MI3
149826,JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF192K01MK9
150545,JM Short Duration Fund (Direct) - Growth,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF192K01MP8
120471,JM Short Term Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,
152614,JM Small Cap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF192K01NH3
120458,JM Ultra Short Duration Fund - (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,
120486,JM Value Fund (Direct) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF192K01BT3
154076,JioBlackRock Arbitrage Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Hybrid Schemes - Arbitrage Fund,Arbitrage,INF22M001101
153859,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Equity Schemes - Flexi Cap Fund,Flexi Cap,INF22M001093
154307,JioBlackRock Large Cap Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Equity Schemes - Large Cap Fund,Large Cap,INF22M001176
153651,JioBlackRock Liquid Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Liquid Fund,Liquid,INF22M001010
154081,JioBlackRock Low Duration Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short to Short Term Fund,Ultra Short Duration,INF22M001150
153649,JioBlackRock Money Market Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Money Market Fund,Money Market,INF22M001028
153787,JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF22M001044
153791,JioBlackRock Nifty 8-13 yr G-Sec Index Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Index Funds - Debt Funds,Debt,INF22M001069
153788,JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF22M001077
153789,JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF22M001085
153790,JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF22M001051
153650,JioBlackRock Overnight Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Overnight Fund,Overnight,INF22M001036
154082,JioBlackRock Sector Rotation Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF22M001168
154079,JioBlackRock Short Duration Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Short Term Fund,Short Duration,INF22M001143
