amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
147269,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Floating Rate,INF174KA1EC0
153660,KOTAK NIFTY 200 QUALITY 30 INDEX FUND - DIRECT PLAN - GROWTH,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1WN9
153401,KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-GROWTH,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1VQ4
152767,KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1SR8
153753,Kotak Active Momentum Fund - Direct Plan - Growth option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1XA4
133035,Kotak Aggressive Hybrid Fund - Direct Plan -Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF174K01F00
119771,Kotak Arbitrage Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF174K01LC6
152039,Kotak BSE Housing Index Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1OX5
152755,Kotak BSE PSU Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1SL1
153286,Kotak BSE Sensex Index Fund- Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1UV6
144335,Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF174KA1210
151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1MD1
123693,Kotak Banking and PSU Debt Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF174K01KH7
119735,Kotak Bond Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF174K01JC0
119739,Kotak Bond Short Term Plan-(Growth) - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Short Term Fund,Short Duration,INF174K01JI7
150624,Kotak Business Cycle - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1JN6
153313,Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1UX2
152869,Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1TF1
153372,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1VK7
153875,Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1XM9
152169,Kotak Consumption Fund - Direct plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1PP8
119769,Kotak Contra Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,Contra,INF174K01KZ9
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund,Corporate Bond,INF178L01BY0
119741,Kotak Credit Risk Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Credit Risk,INF174K01LZ7
120154,Kotak Debt Hybrid - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF174K01JZ1
119755,Kotak Dynamic Bond Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF174K01JU2
119773,Kotak ELSS Tax Saver Fund-Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF174K01LI3
148606,Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1FI4
153447,Kotak Energy Opportunities Fund-Direct-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1VX0
131373,Kotak Equity Savings Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF174K01D28
120166,Kotak Flexicap Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF174K01LS2
147473,Kotak Focused Fund- Direct Plan- Growth option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF174KA1EN7
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF174K01KM7
119759,Kotak Gilt-Investment Regular-Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF174K01KE4
119779,Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF174K01LW4
149059,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF174KA1HG4
119781,Kotak Gold Fund Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174K01MP6
153921,Kotak Gold Silver Passive FOF - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174KA1XT4
152214,Kotak Healthcare Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1PZ7
150822,Kotak Income Plus Arbitrage Omni FOF-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174KA1KJ2
133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF178L01AL9
148646,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF174KA1FO2
120158,Kotak Large & Midcap Fund - Direct- Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF174K01LF9
120152,Kotak Large Cap  Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF174K01KW6
119766,Kotak Liquid Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Liquid Fund,Liquid,INF174K01NE8
152491,Kotak Long Duration Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Long Duration,INF174KA1RF5
133810,Kotak Low Duration Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF178L01AX4
152910,Kotak MNC Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1TG9
149841,Kotak Manufacture in India Fund - Direct Plan Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1IF4
128006,Kotak Medium Term Fund - Direct Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF174K01VQ5
119775,Kotak Midcap Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF174K01LT0
119746,Kotak Money Market Fund - (Growth) - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Money Market Fund,Money Market,INF174K01MW2
154316,Kotak Multi Asset Active FOF - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF174KA1ZO0
152064,Kotak Multi Asset Allocation Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF174KA1PD4
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174K01LN3
154275,Kotak Multi Factor Passive FOF - Direct- Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174KA1ZG6
149185,Kotak Multicap Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF174KA1HV3
152663,Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1RZ3
153146,Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1TY2
151781,Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1OB1
153150,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1UE2
148978,Kotak Nifty 50 Index Fund - Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1HA7
153680,Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1WY6
153781,Kotak Nifty Alpha 50 Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1XG1
154388,Kotak Nifty Alpha Low Volatility 30 Index Fund - Direct- Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1A29
153353,Kotak Nifty Commodities Index Fund-Direct Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1VE0
151911,Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1OR7
152098,Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1PJ1
152870,Kotak Nifty India Tourism Index Fund-Direct-Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1SZ1
152916,Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1TM7
148745,Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1GA9
149855,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1IL2
149865,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1IR9
151218,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1LC5
151420,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1MJ8
150725,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1JT3
153223,Kotak Nifty SmallCap 250 Index Fund- Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1UK9
151649,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1NB3
153461,Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1WD0
154145,Kotak Nifty200 Value 30 Index Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1YP0
154032,Kotak Nifty500 Momentum 50 Index Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF174KA1YC8
146141,Kotak Overnight Fund -Direct Plan-Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF174KA1BF9
147727,Kotak Pioneer Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1EZ1
154287,Kotak Quality Overseas Equity Omni FOF - Direct Plan - Growth-,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF174KA1ZI2
151881,Kotak Quant Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1OL0
153970,Kotak Rural Opportunities Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1XW8
119750,Kotak Savings Fund-Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Ultra Short Term Fund,Ultra Short Duration,INF174K01JP2
154149,Kotak Services Fund - Direct - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1YV8
151603,Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF174KA1MQ3
152702,Kotak Special Opportunities Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1SF3
152462,Kotak Technology Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1QZ5
153118,Kotak Transportation & Logistics Fund-Direct Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF174KA1TS4
133831,Kotak US Equity Fund - Direct Plan - Growth option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,
148662,Kotak US Specific Equity Passive FOF- Direct Plan - Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF174KA1FQ7
133816,Kotak World Gold Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,
120164,Kotak-Small Cap Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF174K01KT2
120261,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF767K01ED0
145895,LIC MF Arbitrage Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF767K01PP0
120308,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF767K01FJ4
149261,LIC MF Balanced Advantage Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF767K01QY0
120338,LIC MF Banking & PSU Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF767K01GI4
134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF767K01NK6
120285,LIC MF Children's Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Children,INF767K01FB1
120276,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF767K01EO7
153948,LIC MF Consumption Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF767K01SD0
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF767K01EM1
151952,LIC MF Equity Savings Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF397L01AZ5
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF767K01EG3
152010,LIC MF Focused Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF397L01KA7
120282,LIC MF Gilt Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF767K01EZ3
151974,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF397L01BU4
152024,LIC MF Healthcare Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF397L01LK4
120351,LIC MF Infrastructure Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF767K01GW5
133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF767K01NE9
120267,LIC MF Large Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF767K01EJ7
120249,LIC MF Liquid Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF767K01DN1
120315,LIC MF Low Duration Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF767K01FM8
152920,LIC MF Manufacturing Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF767K01RR2
120279,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF767K01EW0
152002,LIC MF Mid Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF397L01JK8
